GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MINUTES,PTS,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,BOX_OUTS
0022201015,1610612766,Hornets,CHA,Charlotte,240.000000:00,108,35,22,13,8,0,7,16,1,1,2,0,5,5,2,5
0022201016,1610612764,Wizards,WAS,Washington,240.000000:00,93,29,19,10,7,0,6,14,4,1,5,1,1,2,1,2
0022201016,1610612755,76ers,PHI,Philadelphia,240.000000:00,112,37,26,11,18,1,3,7,2,4,6,0,3,3,0,3
0022201019,1610612752,Knicks,NYK,New York,240.000000:00,112,36,24,12,13,0,6,15,3,5,8,3,6,9,7,9
0022201019,1610612747,Lakers,LAL,Los Angeles,240.000000:00,108,45,26,19,23,1,8,18,2,0,2,3,3,6,4,6
0022201018,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,102,56,33,23,13,1,6,13,5,2,7,2,4,5,4,6
0022201018,1610612759,Spurs,SAS,San Antonio,240.000000:00,90,60,34,26,9,1,7,15,3,1,4,1,7,8,7,8
0022201013,1610612758,Kings,SAC,Sacramento,240.000000:00,128,45,21,24,15,0,8,22,4,0,4,0,4,4,1,4
0022201013,1610612756,Suns,PHX,Phoenix,240.000000:00,119,42,30,12,20,0,4,10,0,4,4,1,3,4,2,4
0022201010,1610612742,Mavericks,DAL,Dallas,240.000000:00,108,41,20,21,5,0,9,22,0,1,1,0,10,10,3,10
0022201010,1610612763,Grizzlies,MEM,Memphis,240.000000:00,112,51,23,28,14,0,5,12,1,3,4,2,6,8,4,8
0022201012,1610612749,Bucks,MIL,Milwaukee,265.000000:00,116,48,32,16,20,0,7,16,2,4,6,0,6,6,2,6
0022201012,1610612744,Warriors,GSW,Golden State,265.000000:00,125,55,28,27,17,0,22,57,1,6,7,2,2,4,1,4
0022201009,1610612741,Bulls,CHI,Chicago,240.000000:00,119,39,24,15,19,2,11,25,2,0,2,2,3,5,2,5
0022201009,1610612745,Rockets,HOU,Houston,240.000000:00,111,47,34,13,16,1,11,28,2,2,4,0,2,2,2,2
0022201011,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,110,50,27,23,17,2,4,8,3,3,6,1,4,5,2,5
0022201011,1610612740,Pelicans,NOP,New Orleans,240.000000:00,96,48,35,13,16,1,8,17,1,2,3,2,2,4,3,4
0022201008,1610612738,Celtics,BOS,Boston,240.000000:00,134,56,35,21,12,1,8,22,4,3,7,1,12,12,2,13
0022201008,1610612737,Hawks,ATL,Atlanta,240.000000:00,125,48,26,22,14,0,9,19,3,1,4,2,3,4,2,5
0022201007,1610612748,Heat,MIA,Miami,265.000000:00,114,32,22,10,14,1,15,33,2,1,3,0,1,1,0,1
0022201007,1610612753,Magic,ORL,Orlando,265.000000:00,126,48,33,15,16,1,4,9,3,6,9,0,7,6,2,7
0022201006,1610612754,Pacers,IND,Indiana,240.000000:00,121,49,36,13,10,1,9,20,4,1,5,1,4,5,2,5
0022201006,1610612765,Pistons,DET,Detroit,240.000000:00,115,50,27,23,7,2,7,15,0,2,2,3,2,5,3,5
0022201004,1610612752,Knicks,NYK,New York,240.000000:00,95,49,29,20,14,0,8,17,4,3,7,5,5,10,7,10
0022201004,1610612746,Clippers,LAC,LA,240.000000:00,106,49,34,15,9,0,10,23,3,1,4,0,2,2,0,2
0022201005,1610612762,Jazz,UTA,Utah,240.000000:00,119,56,35,21,12,0,16,36,1,1,2,0,2,2,2,2
0022201005,1610612766,Hornets,CHA,Charlotte,240.000000:00,111,49,37,12,12,0,13,28,1,2,3,0,3,3,1,3
0022200998,1610612757,Trail Blazers,POR,Portland,240.000000:00,119,35,21,14,10,1,13,32,4,3,7,1,7,8,4,8
0022200998,1610612755,76ers,PHI,Philadelphia,240.000000:00,120,44,24,20,11,0,1,3,6,4,10,1,0,1,1,1
0022201003,1610612761,Raptors,TOR,Toronto,240.000000:00,112,35,19,16,16,0,7,16,3,1,4,1,0,1,1,1
0022201003,1610612747,Lakers,LAL,Los Angeles,240.000000:00,122,42,30,12,13,0,12,27,0,4,4,0,4,4,3,4
0022201001,1610612751,Nets,BKN,Brooklyn,265.000000:00,124,35,21,14,10,1,16,37,1,3,4,0,12,12,3,12
0022201001,1610612750,Timberwolves,MIN,Minnesota,265.000000:00,123,48,36,12,15,0,5,11,0,1,1,2,1,3,1,3
0022201002,1610612743,Nuggets,DEN,Denver,240.000000:00,120,43,28,15,18,1,8,20,1,3,4,0,3,3,2,3
0022201002,1610612759,Spurs,SAS,San Antonio,240.000000:00,128,43,28,15,10,0,11,23,1,2,3,0,4,2,1,4
0022201000,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,115,45,29,16,16,1,5,11,1,0,1,0,2,2,1,2
0022201000,1610612748,Heat,MIA,Miami,240.000000:00,119,39,16,23,12,1,8,17,4,2,6,1,4,4,0,5
0022200999,1610612737,Hawks,ATL,Atlanta,240.000000:00,114,45,31,14,18,1,10,25,2,1,3,2,1,3,2,3
0022200999,1610612764,Wizards,WAS,Washington,240.000000:00,107,48,29,19,15,2,9,19,3,3,6,0,4,4,1,4
0022200993,1610612745,Rockets,HOU,Houston,265.000000:00,125,61,35,26,9,0,13,27,3,0,3,3,7,10,9,10
0022200993,1610612754,Pacers,IND,Indiana,265.000000:00,134,63,50,13,18,0,7,15,5,2,7,2,1,3,3,3
0022200996,1610612744,Warriors,GSW,Golden State,240.000000:00,110,55,32,23,13,0,6,17,3,1,4,0,3,3,0,3
0022200996,1610612763,Grizzlies,MEM,Memphis,240.000000:00,131,43,16,27,17,0,14,30,2,4,6,0,12,12,4,12
0022200997,1610612752,Knicks,NYK,New York,240.000000:00,117,42,34,8,8,1,6,16,4,5,9,4,7,11,9,11
0022200997,1610612758,Kings,SAC,Sacramento,240.000000:00,122,44,24,20,23,0,10,24,0,2,2,2,5,7,4,7
0022200994,1610612762,Jazz,UTA,Utah,240.000000:00,131,60,38,22,14,0,13,30,3,2,5,3,1,4,2,4
0022200994,1610612753,Magic,ORL,Orlando,240.000000:00,124,41,24,17,21,2,11,27,4,0,4,5,4,9,7,9
0022200992,1610612766,Hornets,CHA,Charlotte,240.000000:00,113,49,38,11,14,0,13,27,5,4,9,1,4,5,5,5
0022200992,1610612765,Pistons,DET,Detroit,240.000000:00,103,50,33,17,12,0,8,19,0,0,0,2,8,10,8,10
0022200995,1610612751,Nets,BKN,Brooklyn,240.000000:00,113,47,27,20,14,1,19,49,7,1,8,0,1,1,0,1
0022200995,1610612749,Bucks,MIL,Milwaukee,240.000000:00,118,38,31,7,21,0,3,8,6,1,7,0,1,1,1,1
0022200991,1610612761,Raptors,TOR,Toronto,240.000000:00,100,29,23,6,20,0,6,13,1,3,4,1,0,1,1,1
0022200991,1610612746,Clippers,LAC,LA,240.000000:00,108,32,21,11,15,0,2,4,3,2,5,0,4,4,4,4
0022200985,1610612737,Hawks,ATL,Atlanta,240.000000:00,122,45,25,20,14,0,8,18,0,3,3,1,3,4,3,4
0022200985,1610612764,Wizards,WAS,Washington,240.000000:00,120,44,30,14,13,0,11,23,1,5,6,1,0,1,1,1
0022200990,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,101,65,34,31,15,0,3,8,2,1,3,1,4,5,3,5
0022200990,1610612756,Suns,PHX,Phoenix,240.000000:00,132,55,25,30,18,0,16,36,2,3,5,2,3,5,3,5
0022200987,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,104,36,22,14,18,1,2,5,4,3,7,0,3,3,2,3
0022200987,1610612748,Heat,MIA,Miami,240.000000:00,100,29,21,8,19,2,9,20,1,1,2,0,4,4,0,4
0022200989,1610612741,Bulls,CHI,Chicago,240.000000:00,117,42,20,22,15,0,9,19,3,1,4,1,1,2,1,2
0022200989,1610612743,Nuggets,DEN,Denver,240.000000:00,96,34,28,6,10,0,7,18,6,2,8,1,1,2,1,2
0022200988,1610612742,Mavericks,DAL,Dallas,240.000000:00,106,44,33,11,13,0,9,24,2,1,3,0,8,5,4,8
0022200988,1610612740,Pelicans,NOP,New Orleans,240.000000:00,113,56,28,28,4,0,8,19,3,1,4,1,6,7,5,7
0022200986,1610612757,Trail Blazers,POR,Portland,240.000000:00,93,41,16,25,13,0,6,14,2,3,5,2,10,12,6,12
0022200986,1610612738,Celtics,BOS,Boston,240.000000:00,115,49,31,18,16,2,8,21,1,4,5,1,7,7,3,8
0022200979,1610612766,Hornets,CHA,Charlotte,240.000000:00,112,34,21,13,4,0,11,27,0,2,2,2,0,2,2,2
0022200979,1610612752,Knicks,NYK,New York,240.000000:00,105,34,23,11,7,1,11,24,0,0,0,0,3,3,0,3
0022200984,1610612763,Grizzlies,MEM,Memphis,240.000000:00,103,46,31,15,7,1,8,17,1,3,4,0,3,3,2,3
0022200984,1610612747,Lakers,LAL,Los Angeles,240.000000:00,112,47,28,19,4,0,13,29,3,2,5,1,2,3,2,3
0022200983,1610612762,Jazz,UTA,Utah,240.000000:00,116,38,20,18,17,0,11,24,1,3,4,0,5,5,1,5
0022200983,1610612742,Mavericks,DAL,Dallas,240.000000:00,120,41,24,17,13,2,12,28,3,4,7,0,8,7,1,8
0022200982,1610612744,Warriors,GSW,Golden State,240.000000:00,128,57,35,22,18,1,13,38,2,1,3,0,3,3,2,3
0022200982,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,137,54,18,36,14,2,11,27,2,1,3,1,6,7,4,7
0022200980,1610612755,76ers,PHI,Philadelphia,240.000000:00,117,39,23,16,9,0,9,20,0,0,0,1,0,1,1,1
0022200980,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,94,42,29,13,12,0,6,15,2,0,2,0,0,0,0,0
0022200981,1610612751,Nets,BKN,Brooklyn,240.000000:00,118,40,30,10,16,0,6,13,0,1,1,0,2,2,1,2
0022200981,1610612745,Rockets,HOU,Houston,240.000000:00,96,29,15,14,9,0,4,8,3,0,3,0,1,1,1,1
0022200769,1610612764,Wizards,WAS,Washington,240.000000:00,119,55,39,16,15,0,12,25,2,5,7,2,7,8,6,9
0022200769,1610612765,Pistons,DET,Detroit,240.000000:00,117,40,25,15,9,1,4,10,2,2,4,1,4,4,2,5
0022200978,1610612749,Bucks,MIL,Milwaukee,240.000000:00,134,46,36,10,12,0,9,21,1,1,2,0,7,7,2,7
0022200978,1610612753,Magic,ORL,Orlando,240.000000:00,123,38,19,19,16,2,16,34,2,0,2,1,4,5,4,5
0022200971,1610612738,Celtics,BOS,Boston,265.000000:00,114,53,33,20,11,1,7,14,8,2,10,5,9,12,8,14
0022200971,1610612739,Cavaliers,CLE,Cleveland,265.000000:00,118,62,30,32,18,1,6,15,6,5,11,1,6,6,4,7
0022200976,1610612740,Pelicans,NOP,New Orleans,240.000000:00,108,37,19,18,10,0,4,8,0,1,1,1,3,4,2,4
0022200976,1610612758,Kings,SAC,Sacramento,240.000000:00,123,38,22,16,15,1,8,21,2,1,3,1,1,2,1,2
0022200972,1610612755,76ers,PHI,Philadelphia,240.000000:00,147,50,31,19,10,1,3,8,1,2,3,0,6,6,3,6
0022200972,1610612754,Pacers,IND,Indiana,240.000000:00,143,42,24,18,11,1,8,17,3,1,4,1,0,1,1,1
0022200974,1610612737,Hawks,ATL,Atlanta,240.000000:00,128,33,19,14,9,0,9,18,2,1,3,1,1,2,0,2
0022200974,1610612748,Heat,MIA,Miami,240.000000:00,130,36,23,13,4,2,16,41,1,1,2,0,3,3,3,3
0022200977,1610612757,Trail Blazers,POR,Portland,240.000000:00,110,43,21,22,12,0,10,25,1,1,2,1,21,19,2,22
0022200977,1610612765,Pistons,DET,Detroit,240.000000:00,104,51,29,22,25,0,2,5,7,5,12,0,3,2,0,3
0022200975,1610612761,Raptors,TOR,Toronto,240.000000:00,113,46,26,20,24,0,7,15,3,4,7,2,6,8,3,8
0022200975,1610612743,Nuggets,DEN,Denver,240.000000:00,118,44,31,13,20,0,7,18,4,0,4,1,2,3,2,3
0022200968,1610612762,Jazz,UTA,Utah,240.000000:00,119,49,31,18,11,1,10,23,3,3,6,0,0,0,0,0
0022200968,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,129,38,24,14,16,1,9,19,2,2,4,2,2,4,2,4
0022200973,1610612749,Bucks,MIL,Milwaukee,240.000000:00,117,54,41,13,15,0,6,15,3,3,6,0,1,1,0,1
0022200973,1610612764,Wizards,WAS,Washington,240.000000:00,111,35,19,16,15,1,12,25,4,3,7,0,6,6,3,6
0022200963,1610612754,Pacers,IND,Indiana,240.000000:00,125,42,31,11,11,1,13,33,3,0,3,0,0,0,0,0
0022200963,1610612741,Bulls,CHI,Chicago,240.000000:00,122,39,17,22,15,0,9,21,2,0,2,0,3,3,2,3
0022200970,1610612763,Grizzlies,MEM,Memphis,240.000000:00,129,41,28,13,22,0,9,22,1,2,3,0,1,1,0,1
0022200970,1610612746,Clippers,LAC,LA,240.000000:00,135,31,22,9,17,0,8,16,0,2,2,1,0,1,1,1
0022200969,1610612752,Knicks,NYK,New York,290.000000:00,131,57,30,27,14,0,4,10,4,0,4,1,5,5,3,6
0022200969,1610612738,Celtics,BOS,Boston,290.000000:00,129,47,25,22,16,1,10,24,4,0,4,2,8,10,4,10
0022200964,1610612744,Warriors,GSW,Golden State,240.000000:00,105,53,40,13,14,1,10,30,4,2,6,0,1,0,0,1
0022200964,1610612747,Lakers,LAL,Los Angeles,240.000000:00,113,32,18,14,6,0,11,26,3,2,5,1,2,3,2,3
0022200966,1610612757,Trail Blazers,POR,Portland,240.000000:00,122,42,27,15,17,0,9,21,1,1,2,0,3,3,2,3
0022200966,1610612753,Magic,ORL,Orlando,240.000000:00,119,39,19,20,15,1,5,11,0,3,3,0,1,1,1,1
0022200967,1610612759,Spurs,SAS,San Antonio,240.000000:00,110,41,25,16,21,0,6,14,1,3,4,0,1,1,0,1
0022200967,1610612745,Rockets,HOU,Houston,240.000000:00,142,38,21,17,20,1,10,22,4,4,8,1,4,5,4,5
0022200962,1610612756,Suns,PHX,Phoenix,240.000000:00,130,33,14,19,10,1,7,17,1,2,3,1,2,3,1,3
0022200962,1610612742,Mavericks,DAL,Dallas,240.000000:00,126,56,36,20,6,0,12,30,2,4,6,0,2,2,1,2
0022200965,1610612766,Hornets,CHA,Charlotte,240.000000:00,86,54,29,25,6,0,14,31,3,2,5,0,1,1,1,1
0022200965,1610612751,Nets,BKN,Brooklyn,240.000000:00,102,51,33,18,11,0,12,28,1,3,4,0,5,5,4,5
0022200957,1610612765,Pistons,DET,Detroit,240.000000:00,90,41,32,9,9,0,4,8,4,2,6,0,1,1,0,1
0022200957,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,114,43,31,12,23,2,10,23,1,3,4,0,5,5,2,5
0022200960,1610612755,76ers,PHI,Philadelphia,240.000000:00,133,39,26,13,12,1,13,34,1,0,1,0,2,2,1,2
0022200960,1610612749,Bucks,MIL,Milwaukee,240.000000:00,130,38,24,14,10,0,4,10,2,2,4,0,1,1,1,1
0022200958,1610612737,Hawks,ATL,Atlanta,240.000000:00,109,36,24,12,20,1,6,13,1,2,3,0,0,0,0,0
0022200958,1610612748,Heat,MIA,Miami,240.000000:00,117,28,19,9,11,3,6,12,1,0,1,2,8,9,1,10
0022200959,1610612745,Rockets,HOU,Houston,240.000000:00,122,41,22,19,12,0,9,18,0,2,2,0,0,0,0,0
0022200959,1610612759,Spurs,SAS,San Antonio,240.000000:00,110,34,27,7,8,3,5,12,2,2,4,2,3,5,4,5
0022200956,1610612761,Raptors,TOR,Toronto,265.000000:00,116,53,36,17,18,2,8,18,2,3,5,1,0,1,1,1
0022200956,1610612764,Wizards,WAS,Washington,265.000000:00,109,47,30,17,13,0,7,16,2,2,4,0,4,4,2,4
0022200961,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,138,49,36,13,10,0,6,13,3,1,4,1,2,3,3,3
0022200961,1610612758,Kings,SAC,Sacramento,240.000000:00,134,33,14,19,11,0,10,24,2,1,3,2,4,6,4,6
0022200953,1610612740,Pelicans,NOP,New Orleans,240.000000:00,99,42,20,22,17,0,6,14,0,1,1,0,3,3,0,3
0022200953,1610612744,Warriors,GSW,Golden State,240.000000:00,108,38,27,11,10,0,6,14,2,0,2,0,6,6,3,6
0022200949,1610612752,Knicks,NYK,New York,240.000000:00,122,43,33,10,14,0,8,19,3,4,7,1,2,3,1,3
0022200949,1610612748,Heat,MIA,Miami,240.000000:00,120,41,18,23,21,1,8,18,0,2,2,4,3,7,4,7
0022200948,1610612751,Nets,BKN,Brooklyn,240.000000:00,115,42,27,15,13,1,3,7,6,3,9,1,3,3,1,4
0022200948,1610612738,Celtics,BOS,Boston,240.000000:00,105,46,23,23,14,0,5,10,3,3,6,0,1,1,0,1
0022200952,1610612763,Grizzlies,MEM,Memphis,240.000000:00,97,50,35,15,7,0,7,17,3,2,5,0,5,2,1,5
0022200952,1610612743,Nuggets,DEN,Denver,240.000000:00,113,37,23,14,10,0,9,20,0,2,2,1,9,7,4,10
0022200947,1610612757,Trail Blazers,POR,Portland,240.000000:00,111,49,31,18,20,1,8,21,2,5,7,2,8,9,4,10
0022200947,1610612737,Hawks,ATL,Atlanta,240.000000:00,129,54,29,25,15,0,17,40,2,4,6,0,4,4,1,4
0022200954,1610612746,Clippers,LAC,LA,240.000000:00,127,43,26,17,19,0,3,6,0,3,3,0,1,1,1,1
0022200954,1610612758,Kings,SAC,Sacramento,240.000000:00,128,44,27,17,10,1,8,17,4,0,4,2,1,3,2,3
0022200946,1610612753,Magic,ORL,Orlando,240.000000:00,117,39,25,14,21,1,10,22,3,3,6,2,7,9,5,9
0022200946,1610612766,Hornets,CHA,Charlotte,240.000000:00,106,56,36,20,17,0,6,14,2,3,5,1,4,5,5,5
0022200955,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,110,38,29,9,23,0,8,19,2,2,4,0,2,2,2,2
0022200955,1610612747,Lakers,LAL,Los Angeles,240.000000:00,102,37,24,13,12,0,6,12,3,4,7,1,5,6,3,6
0022200951,1610612762,Jazz,UTA,Utah,240.000000:00,103,50,29,21,12,1,7,14,2,1,3,0,2,2,1,2
0022200951,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,130,31,23,8,17,1,11,26,5,1,6,1,2,3,3,3
0022200950,1610612756,Suns,PHX,Phoenix,240.000000:00,125,47,36,11,15,0,11,26,5,0,5,5,1,6,3,6
0022200950,1610612741,Bulls,CHI,Chicago,240.000000:00,104,42,19,23,11,0,14,29,3,4,7,0,4,4,2,4
0022200942,1610612761,Raptors,TOR,Toronto,240.000000:00,108,45,27,18,14,0,7,15,3,4,7,7,7,12,7,14
0022200942,1610612764,Wizards,WAS,Washington,240.000000:00,119,48,27,21,14,1,5,12,1,2,3,3,9,10,3,12
0022200944,1610612754,Pacers,IND,Indiana,240.000000:00,99,62,42,20,15,1,12,25,0,4,4,0,2,2,1,2
0022200944,1610612759,Spurs,SAS,San Antonio,240.000000:00,110,44,35,9,8,2,10,21,3,0,3,2,5,7,4,7
0022200945,1610612746,Clippers,LAC,LA,240.000000:00,91,46,20,26,17,1,7,16,2,3,5,1,4,5,3,5
0022200945,1610612744,Warriors,GSW,Golden State,240.000000:00,115,48,26,22,16,1,10,27,3,3,6,1,3,4,1,4
0022200943,1610612755,76ers,PHI,Philadelphia,240.000000:00,126,47,19,28,15,1,10,22,0,0,0,1,6,7,5,7
0022200943,1610612742,Mavericks,DAL,Dallas,240.000000:00,133,39,28,11,10,0,9,23,0,3,3,0,7,7,3,7
0022200939,1610612753,Magic,ORL,Orlando,240.000000:00,117,63,22,41,8,0,9,18,4,1,5,1,5,3,2,6
0022200939,1610612749,Bucks,MIL,Milwaukee,240.000000:00,139,55,35,20,11,1,12,28,2,1,3,2,11,10,8,13
0022200938,1610612763,Grizzlies,MEM,Memphis,240.000000:00,113,43,34,9,20,1,9,23,0,1,1,1,3,4,3,4
0022200938,1610612745,Rockets,HOU,Houston,240.000000:00,99,37,24,13,11,1,5,13,1,4,5,1,2,3,1,3
0022200941,1610612740,Pelicans,NOP,New Orleans,240.000000:00,121,42,24,18,19,2,17,37,3,0,3,1,2,3,3,3
0022200941,1610612757,Trail Blazers,POR,Portland,240.000000:00,110,35,26,9,10,0,12,27,0,1,1,3,1,4,3,4
0022200936,1610612755,76ers,PHI,Philadelphia,240.000000:00,119,36,18,18,11,0,5,14,0,1,1,0,2,2,0,2
0022200936,1610612748,Heat,MIA,Miami,240.000000:00,96,27,13,14,10,2,5,12,1,0,1,0,2,2,2,2
0022200937,1610612751,Nets,BKN,Brooklyn,240.000000:00,118,41,20,21,9,0,10,22,1,1,2,0,2,2,0,2
0022200937,1610612752,Knicks,NYK,New York,240.000000:00,142,42,26,16,6,1,5,13,2,1,3,1,0,1,1,1
0022200933,1610612756,Suns,PHX,Phoenix,240.000000:00,105,53,32,21,18,0,15,31,5,2,7,1,11,11,4,12
0022200933,1610612766,Hornets,CHA,Charlotte,240.000000:00,91,51,40,11,15,0,7,16,5,2,7,0,3,3,2,3
0022200940,1610612747,Lakers,LAL,Los Angeles,240.000000:00,123,38,22,16,13,1,10,22,2,4,6,2,2,4,3,4
0022200940,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,117,50,25,25,12,3,4,8,1,2,3,0,1,1,0,1
0022200934,1610612741,Bulls,CHI,Chicago,240.000000:00,117,44,23,21,17,0,5,11,4,4,8,1,6,7,2,7
0022200934,1610612765,Pistons,DET,Detroit,240.000000:00,115,46,35,11,14,0,12,31,2,2,4,1,4,5,2,5
0022200935,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,113,33,20,13,10,0,14,32,3,3,6,0,2,2,0,2
0022200935,1610612738,Celtics,BOS,Boston,240.000000:00,117,40,23,17,8,0,7,18,4,3,7,0,1,1,0,1
0022200923,1610612764,Wizards,WAS,Washington,240.000000:00,119,51,35,16,7,0,13,28,4,2,6,1,10,11,4,11
0022200923,1610612737,Hawks,ATL,Atlanta,240.000000:00,116,56,44,12,8,0,11,23,1,3,4,0,3,3,2,3
0022200925,1610612741,Bulls,CHI,Chicago,240.000000:00,98,62,35,27,10,1,9,19,2,1,3,1,4,4,1,5
0022200925,1610612761,Raptors,TOR,Toronto,240.000000:00,104,43,30,13,14,1,6,16,4,6,10,1,3,4,2,4
0022200927,1610612747,Lakers,LAL,Los Angeles,240.000000:00,109,58,43,15,9,0,7,17,1,3,4,2,1,3,2,3
0022200927,1610612763,Grizzlies,MEM,Memphis,240.000000:00,121,47,30,17,23,0,12,25,0,3,3,2,3,4,1,5
0022200929,1610612754,Pacers,IND,Indiana,240.000000:00,124,54,29,25,4,0,6,12,2,2,4,0,4,3,3,4
0022200929,1610612742,Mavericks,DAL,Dallas,240.000000:00,122,42,28,14,11,0,9,21,4,1,5,0,5,5,1,5
0022200924,1610612749,Bucks,MIL,Milwaukee,240.000000:00,118,34,25,9,11,0,9,19,1,3,4,2,3,5,3,5
0022200924,1610612751,Nets,BKN,Brooklyn,240.000000:00,104,47,32,15,14,0,11,24,0,2,2,0,3,3,1,3
0022200928,1610612758,Kings,SAC,Sacramento,240.000000:00,123,72,49,23,10,2,5,14,4,1,5,0,4,4,2,4
0022200928,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,117,59,28,31,13,1,6,13,1,2,3,1,3,2,1,4
0022200931,1610612757,Trail Blazers,POR,Portland,240.000000:00,105,36,24,12,18,0,4,9,2,0,2,0,7,7,2,7
0022200931,1610612744,Warriors,GSW,Golden State,240.000000:00,123,54,31,23,6,0,13,35,1,0,1,0,3,3,0,3
0022200932,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,108,36,27,9,17,0,11,24,1,1,2,2,6,7,6,8
0022200932,1610612746,Clippers,LAC,LA,240.000000:00,101,36,27,9,14,2,11,26,1,5,6,1,5,3,2,6
0022200930,1610612759,Spurs,SAS,San Antonio,240.000000:00,102,39,26,13,16,0,17,36,2,0,2,0,1,1,0,1
0022200930,1610612762,Jazz,UTA,Utah,240.000000:00,94,42,29,13,20,0,11,26,0,0,0,1,1,2,0,2
0022200926,1610612743,Nuggets,DEN,Denver,240.000000:00,133,49,32,17,19,0,9,20,1,2,3,0,5,5,2,5
0022200926,1610612745,Rockets,HOU,Houston,240.000000:00,112,46,20,26,15,1,13,31,2,2,4,0,3,3,1,3
0022200919,1610612765,Pistons,DET,Detroit,240.000000:00,106,56,40,16,15,0,9,19,2,4,6,0,3,3,2,3
0022200919,1610612766,Hornets,CHA,Charlotte,240.000000:00,117,64,44,20,10,0,13,32,0,2,2,0,6,6,5,6
0022200922,1610612753,Magic,ORL,Orlando,240.000000:00,101,42,29,13,13,2,3,8,2,3,5,1,1,2,2,2
0022200922,1610612740,Pelicans,NOP,New Orleans,240.000000:00,93,38,21,17,17,1,6,12,0,5,5,1,5,6,2,6
0022200920,1610612748,Heat,MIA,Miami,240.000000:00,101,37,26,11,20,2,7,17,1,5,6,4,4,6,5,8
0022200920,1610612755,76ers,PHI,Philadelphia,240.000000:00,99,43,21,22,7,0,6,13,6,5,11,2,14,14,9,16
0022200921,1610612738,Celtics,BOS,Boston,240.000000:00,94,52,30,22,17,0,10,22,0,6,6,1,8,7,4,9
0022200921,1610612752,Knicks,NYK,New York,240.000000:00,109,55,31,24,9,0,10,23,5,1,6,6,5,9,5,11
0022200916,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,104,43,25,18,20,0,5,13,3,4,7,3,1,4,2,4
0022200916,1610612744,Warriors,GSW,Golden State,240.000000:00,109,67,35,32,14,0,11,30,4,1,5,5,7,12,8,12
0022200912,1610612764,Wizards,WAS,Washington,240.000000:00,82,52,37,15,11,0,5,10,6,1,7,1,4,4,3,5
0022200912,1610612741,Bulls,CHI,Chicago,240.000000:00,102,43,26,17,19,3,12,24,3,2,5,2,2,4,3,4
0022200914,1610612761,Raptors,TOR,Toronto,240.000000:00,93,40,26,14,6,0,5,10,1,3,4,1,3,4,2,4
0022200914,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,118,48,30,18,13,1,8,21,0,1,1,0,2,2,1,2
0022200910,1610612756,Suns,PHX,Phoenix,240.000000:00,101,50,25,25,11,1,17,35,4,4,8,2,4,6,4,6
0022200910,1610612749,Bucks,MIL,Milwaukee,240.000000:00,104,55,44,11,16,1,8,20,5,3,8,3,7,9,4,10
0022200913,1610612747,Lakers,LAL,Los Angeles,240.000000:00,111,41,18,23,16,0,3,6,3,3,6,2,3,4,2,5
0022200913,1610612742,Mavericks,DAL,Dallas,240.000000:00,108,40,22,18,10,1,9,23,2,1,3,3,9,12,8,12
0022200918,1610612746,Clippers,LAC,LA,265.000000:00,124,50,27,23,17,0,9,22,0,1,1,1,3,4,3,4
0022200918,1610612743,Nuggets,DEN,Denver,265.000000:00,134,38,24,14,8,0,8,17,1,1,2,1,4,5,3,5
0022200917,1610612745,Rockets,HOU,Houston,240.000000:00,114,40,19,21,10,3,6,12,1,1,2,1,1,2,1,2
0022200917,1610612757,Trail Blazers,POR,Portland,240.000000:00,131,34,30,4,19,0,15,38,1,4,5,0,9,9,3,9
0022200915,1610612758,Kings,SAC,Sacramento,240.000000:00,124,47,25,22,13,2,10,23,0,1,1,2,5,7,4,7
0022200915,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,115,49,22,27,16,2,7,16,3,3,6,0,6,6,1,6
0022200911,1610612751,Nets,BKN,Brooklyn,240.000000:00,127,45,32,13,18,0,4,8,2,1,3,1,4,5,3,5
